Name,Country,Category,Year,Area,Danger,Region,Latitude,Longitude
Heritage Site 498,Australia,Cultural,1992,3464.858643474683,No,Asia and the Pacific,-82.59720156930463,161.93816396464115
Heritage Site 499,France,Cultural,1984,2856.963043161494,No,Latin America and the Caribbean,-80.6289512472514,131.41177492987913
Heritage Site 500,Greece,Cultural,1996,8250.638943562222,No,Asia and the Pacific,1.5685955358178632,-10.294770712022085
Heritage Site 501,France,Natural,1981,3307.8910213144336,No,Latin America and the Caribbean,74.43009563711104,-49.01610182809645
Heritage Site 502,Mexico,Cultural,1993,996.2842319285459,No,Latin America and the Caribbean,-34.43158221559372,147.17351315334002
Heritage Site 503,Canada,Cultural,2015,,Yes,Arab States,48.15343386967663,-82.65469264400264
Heritage Site 504,China,Cultural,1997,82.7678632382619,No,Europe and North America,-69.1575853421748,51.31236763586057
Heritage Site 505,Canada,Cultural,2012,2141.7586342767668,No,Latin America and the Caribbean,3.09425560345737,-12.04278061892694
Heritage Site 506,United Kingdom,Natural,2004,1366.921681957448,No,Latin America and the Caribbean,-23.82248600568407,43.99521983981424
Heritage Site 507,Canada,Natural,1993,1869.813654901221,No,Latin America and the Caribbean,-43.80775812755277,-34.354927774813774
Heritage Site 508,Japan,Cultural,2007,4106.856408300282,No,Arab States,89.15467956214192,87.0819151336342
Heritage Site 509,China,Natural,1991,8018.008119550734,No,Latin America and the Caribbean,-43.21751462981489,168.50904135000053
Heritage Site 510,United Kingdom,Cultural,2004,297.8299091851461,No,Arab States,-50.93197689938323,106.69615870156576
Heritage Site 511,Japan,Cultural,2020,7167.994899752321,No,Europe and North America,-21.536738437783654,-65.76921639300649
Heritage Site 512,Brazil,Cultural,2016,5594.652769262508,No,Arab States,33.0716712313984,-39.75609333086621
Heritage Site 513,Australia,Natural,1978,1875.8468369252923,No,Latin America and the Caribbean,-48.54276534011573,-60.68540072597152
Heritage Site 514,South Africa,Cultural,2013,,No,Latin America and the Caribbean,21.6088119841166,11.499136349740581
Heritage Site 515,South Africa,Natural,1982,1152.3226862695783,No,Asia and the Pacific,-70.50654770375768,-91.4652713404201
Heritage Site 516,Egypt,Cultural,2015,9852.026261239205,No,Africa,-83.22695008044822,-23.992975481016344
Heritage Site 517,Egypt,Cultural,1991,,No,Europe and North America,24.2399154953483,28.42453171192105
Heritage Site 518,Italy,Natural,1994,,No,Europe and North America,48.2632018814991,15.278021122071067
Heritage Site 519,Japan,Natural,2000,803.884031295715,No,Asia and the Pacific,75.36334136366034,15.101634308093026
Heritage Site 520,Germany,Cultural,1985,5502.253351810659,No,Latin America and the Caribbean,55.117948980127096,-140.0811234342499
Heritage Site 521,Canada,Natural,1979,7315.017958972751,No,Europe and North America,24.6652773769994,-156.1837518361294
Heritage Site 522,Spain,Cultural,1985,6915.659091312465,No,Asia and the Pacific,-19.6436691243385,51.67905289833146
Heritage Site 523,Australia,Cultural,1980,92.77096177707458,No,Latin America and the Caribbean,4.349049378296371,-86.70645566321149
Heritage Site 524,Egypt,Cultural,1985,7579.596179341858,No,Arab States,38.54377207464853,-163.6773204873213
Heritage Site 525,India,Cultural,1993,9495.88876499637,No,Arab States,-41.29077833650169,-85.54524920718345
Heritage Site 526,Brazil,Cultural,2011,4977.2910141714065,No,Arab States,39.13557166145691,111.45355741068397
Heritage Site 527,Australia,Cultural,1985,453.3566592805708,No,Africa,-12.910182527533976,-115.93883692435632
Heritage Site 528,India,Cultural,1989,5006.449892162235,No,Europe and North America,-55.61963244296352,77.41121768408675
Heritage Site 529,Italy,Cultural,2005,3180.5579436310663,No,Asia and the Pacific,-44.159835544034266,88.9145141104811
Heritage Site 530,France,Cultural,2009,3818.114454870413,No,Asia and the Pacific,83.18074032706934,-178.06457209811407
Heritage Site 531,Spain,Cultural,2014,1990.140623435583,No,Europe and North America,-44.90751064546882,169.5887628051912
Heritage Site 532,Japan,Cultural,2019,8074.338222043044,No,Asia and the Pacific,-13.424690887918615,75.08928458877458
Heritage Site 533,Italy,Cultural,1989,8369.066460004331,No,Africa,22.06285094808655,98.87107251137843
Heritage Site 534,Italy,Cultural,2013,8111.865267961678,No,Latin America and the Caribbean,9.80781805816089,9.097615728678079
Heritage Site 535,Brazil,Natural,1988,4134.878190736056,No,Europe and North America,-11.591270210728212,120.88052437473584
Heritage Site 536,Italy,Natural,2009,1552.3023233615556,No,Arab States,-28.97007772158097,111.59527738116287
Heritage Site 537,Germany,Cultural,2005,5081.967059430988,No,Europe and North America,20.563305856103625,-32.75048360896125
Heritage Site 538,United Kingdom,Natural,1999,3850.7969454790614,No,Arab States,55.80776860125786,175.60569945572342
Heritage Site 539,Greece,Cultural,1991,9314.675968294261,No,Africa,48.79993447836986,110.22014389277945
Heritage Site 540,Egypt,Cultural,2005,,No,Arab States,26.104148461979676,24.37810606087868
Heritage Site 541,United Kingdom,Cultural,1986,787.2626404135459,No,Latin America and the Caribbean,-8.782076214003993,7.809747575470851
Heritage Site 542,Greece,Cultural,1983,4865.940405539297,No,Africa,86.36531775197042,112.0143389843206
Heritage Site 543,United Kingdom,Cultural,1997,3914.409012591827,No,Asia and the Pacific,-14.681699891288659,-115.69351548346557
Heritage Site 544,Japan,Cultural,2022,60.6097618393043,No,Asia and the Pacific,-13.074264020865627,73.90315555415165
Heritage Site 545,United Kingdom,Cultural,2007,4165.902080069255,No,Latin America and the Caribbean,-56.63243573622019,149.4977945435802
Heritage Site 546,Mexico,Cultural,1982,2453.2414795464565,No,Asia and the Pacific,-66.3724233238688,120.7678190051343
Heritage Site 547,Greece,Cultural,2019,4291.307577825941,No,Arab States,18.285305529171453,121.13306079677079
Heritage Site 548,Greece,Cultural,1983,,No,Asia and the Pacific,3.45047634789195,-73.0523792225586
Heritage Site 549,Japan,Natural,2011,9438.252814000261,No,Africa,-77.29704583766889,-79.61405854541358
Heritage Site 550,India,Natural,1993,6157.142227365436,Yes,Asia and the Pacific,77.27291802191274,171.2376046337585
Heritage Site 551,Brazil,Cultural,1998,9944.783246266852,No,Latin America and the Caribbean,17.86924462577595,-73.86883153123566
Heritage Site 552,France,Cultural,1981,3971.0965671451654,No,Asia and the Pacific,-45.15558536495617,-151.94843199209998
Heritage Site 553,Italy,Natural,1986,72.8670182931844,No,Asia and the Pacific,15.053785921376488,-88.55278015018176
Heritage Site 554,France,Cultural,2020,5210.277538106275,No,Asia and the Pacific,-62.01630408005574,-32.07243118476546
Heritage Site 555,Greece,Cultural,2023,1973.4973498674021,No,Africa,-42.897707004111204,-72.85471931829758
Heritage Site 556,Japan,Natural,1985,1791.0725951306076,No,Africa,81.9989954121298,166.92539990617723
Heritage Site 557,Japan,Cultural,1982,1952.749333777017,No,Asia and the Pacific,27.05228198775235,-137.8073631344606
Heritage Site 558,Germany,Cultural,2019,9481.359348817072,No,Latin America and the Caribbean,67.20518300620506,-70.67402689714405
Heritage Site 559,Spain,Cultural,2022,3582.237903412892,No,Europe and North America,19.023902815239595,81.67987344105228
Heritage Site 560,Italy,Natural,1978,5832.043807632599,No,Africa,-63.165121950275655,109.49619843937546
Heritage Site 561,United Kingdom,Cultural,2021,2973.507271120347,Yes,Arab States,-17.895227549912477,53.660615490720375
Heritage Site 562,Japan,Cultural,2008,906.8629349585419,No,Asia and the Pacific,10.358092018643873,-49.34215343236448
Heritage Site 563,India,Natural,1994,4302.803501620091,No,Arab States,-21.967884987185514,1.8410534593289185
Heritage Site 564,India,Cultural,2003,100.71319778514135,Yes,Europe and North America,-20.09645455330299,127.1590431753142
Heritage Site 565,Italy,Cultural,2014,13.63690655103564,No,Latin America and the Caribbean,83.96477494777685,-35.38983674229095
Heritage Site 566,Brazil,Cultural,2007,2251.5173354791846,No,Latin America and the Caribbean,-19.384373574788512,-90.50414080025948
Heritage Site 567,Greece,Natural,1999,9536.56259330826,No,Asia and the Pacific,-85.16292098770774,22.25544770682012
Heritage Site 568,India,Cultural,2022,1819.6669402080652,No,Arab States,-36.978420882125675,-138.2387302549626
Heritage Site 569,Egypt,Mixed,1981,1308.0216909657943,No,Africa,79.11460930326251,50.93048241870906
Heritage Site 570,United Kingdom,Cultural,1983,952.3510137158094,No,Latin America and the Caribbean,-5.415281992275354,-147.9989371737322
Heritage Site 571,United Kingdom,Cultural,2016,7306.635377422325,No,Latin America and the Caribbean,44.5226721637994,49.95489755760224
Heritage Site 572,United Kingdom,Cultural,1997,3221.363258583937,No,Europe and North America,-86.19565872013983,136.0536604088423
Heritage Site 573,France,Natural,2016,6705.732225130395,No,Asia and the Pacific,-43.300115958804156,117.53292653778482
Heritage Site 574,Canada,Cultural,2003,2591.5095110778266,No,Arab States,65.64305108558258,124.62892275693196
Heritage Site 575,Japan,Mixed,2001,1492.5196631750357,No,Europe and North America,83.13870636262547,-83.81634295605673
Heritage Site 576,Egypt,Cultural,1985,8331.007552045145,No,Latin America and the Caribbean,-42.7485834131308,136.70865960081142
Heritage Site 577,Egypt,Cultural,1986,3927.2469792784327,No,Latin America and the Caribbean,-0.6749810691300979,-169.85392729486176
Heritage Site 578,Greece,Cultural,2021,2780.893532159926,No,Arab States,-7.75602372457638,56.88293628226566
Heritage Site 579,India,Cultural,1999,71.99448451664017,No,Asia and the Pacific,66.01478522218622,-107.9815859272044
Heritage Site 580,China,Cultural,1986,506.1454555908825,No,Latin America and the Caribbean,-26.754087946348392,142.84724573625977
Heritage Site 581,Australia,Cultural,2019,4219.421661859882,No,Arab States,-23.404982875191266,153.69261837613305
Heritage Site 582,Brazil,Cultural,1997,541.9299622419232,No,Africa,32.96314487478159,158.59437894061108
Heritage Site 583,Canada,Natural,1989,,No,Europe and North America,-51.09912236051185,-87.18884700558351
Heritage Site 584,China,Cultural,1980,5686.7137144693415,No,Arab States,-74.5694223787542,13.904751973590635
Heritage Site 585,India,Cultural,1981,8337.507396184286,No,Asia and the Pacific,-11.112030262605757,-13.859527357919632
Heritage Site 586,United Kingdom,Cultural,1989,6918.626741359866,No,Asia and the Pacific,-75.03665070268599,-75.64147074461786
Heritage Site 587,Brazil,Cultural,2000,3268.5016227034216,No,Africa,-72.02030888069466,59.2277718312946
Heritage Site 588,India,Natural,1995,,No,Latin America and the Caribbean,86.2502288956803,-27.84653482676086
Heritage Site 589,Spain,Natural,1999,,No,Asia and the Pacific,40.277437326142916,-177.68126978307168
Heritage Site 590,Germany,Cultural,2006,6577.175918887704,No,Asia and the Pacific,72.0468241330899,-177.11572231707456
Heritage Site 591,China,Natural,2001,7071.377490053532,No,Arab States,-42.21834390371596,164.31655652306728
Heritage Site 592,India,Cultural,1991,4790.663401881995,No,Latin America and the Caribbean,-80.1359271658066,60.2268363228454
Heritage Site 593,Italy,Cultural,1987,,No,Africa,78.42000061586847,76.78583837001128
Heritage Site 594,Australia,Cultural,2021,3575.2234533760197,No,Arab States,64.11269861249153,-115.15594828867899
Heritage Site 595,France,Cultural,1984,2979.8978405295006,No,Arab States,4.819709335068424,34.545310963046916
Heritage Site 596,Mexico,Cultural,2010,,No,Europe and North America,55.3875284648401,-129.02069485318884
Heritage Site 597,Italy,Cultural,2007,,No,Latin America and the Caribbean,82.71936568423934,20.213883472777496
Heritage Site 598,China,Cultural,2008,3160.132751197489,No,Latin America and the Caribbean,78.3953704821989,177.54218324518797
Heritage Site 599,Mexico,Natural,2023,9185.985069831011,No,Asia and the Pacific,64.4455133965752,90.27852462250092
Heritage Site 600,Japan,Cultural,1979,4055.035818646176,No,Arab States,78.97834524897439,175.2017840530604
Heritage Site 601,Greece,Natural,1991,3051.196569040264,No,Europe and North America,-39.79432475440623,13.947405518381146
Heritage Site 602,Greece,Cultural,1996,7776.674219480654,No,Africa,34.78428515117345,-84.01938918791716
Heritage Site 603,Brazil,Cultural,2007,8188.772370916878,No,Africa,-51.18512090846275,-39.88997183472193
Heritage Site 604,Greece,Cultural,2023,1450.2805952063663,No,Arab States,-60.37100096059464,-165.57751213117155
Heritage Site 605,Spain,Cultural,1980,3553.2817560606322,No,Asia and the Pacific,-72.8391441624546,48.454064301144825
Heritage Site 606,United Kingdom,Cultural,1999,5442.962995218398,No,Asia and the Pacific,49.860606865711134,-68.44114629120679
Heritage Site 607,United Kingdom,Cultural,2011,36.90751917345616,No,Latin America and the Caribbean,-55.865390054864505,118.9500639012125
Heritage Site 608,Japan,Cultural,1992,7213.543859269281,No,Africa,-24.82058325563486,106.73452371189626
Heritage Site 609,France,Cultural,1998,8497.305853384069,No,Africa,8.615279667494733,81.57666763136228
Heritage Site 610,Germany,Cultural,1997,2464.0651469989893,No,Asia and the Pacific,16.60374484166522,24.852021740418053
Heritage Site 611,Greece,Cultural,1990,747.2461191227156,No,Africa,-11.489742227054563,176.5329495011482
Heritage Site 612,Italy,Cultural,2002,4066.8899316158836,No,Arab States,-35.066201837924126,32.27119264715677
Heritage Site 613,France,Cultural,2008,7239.683407983222,No,Africa,43.13612327642588,16.23362031158254
Heritage Site 614,China,Cultural,1989,9836.71151837331,No,Africa,63.68849000169428,35.749448800684604
Heritage Site 615,Italy,Cultural,2013,6696.7526665127025,No,Arab States,62.65653870501512,149.46299663817734
Heritage Site 616,France,Cultural,2009,7124.883384112606,No,Europe and North America,-43.68371404441742,44.63585599931059
Heritage Site 617,Germany,Cultural,2019,1471.6621324986859,Yes,Africa,23.333585723934817,24.503029270878017
Heritage Site 618,United Kingdom,Cultural,2000,,No,Asia and the Pacific,-42.30326876416192,153.09148961034202
Heritage Site 619,Germany,Natural,2017,3472.2707275469966,No,Latin America and the Caribbean,60.14243795668551,-29.693529831953384
Heritage Site 620,Spain,Cultural,1985,4316.916349479248,No,Asia and the Pacific,-65.16178438764462,120.676131798933
Heritage Site 621,Spain,Cultural,1987,3189.1189545832403,No,Africa,-78.66218560138242,19.8358095357338
Heritage Site 622,Australia,Mixed,1988,1097.6802371121914,No,Africa,-25.449978986954733,-143.73070818620576
Heritage Site 623,United Kingdom,Cultural,2016,9315.316690148908,No,Arab States,25.070154055174044,38.64530897874309
Heritage Site 624,France,Cultural,2022,630.2649238979742,No,Asia and the Pacific,-6.895490760378777,-66.46586991100932
Heritage Site 625,Australia,Cultural,2013,7535.571754855126,No,Africa,-66.16221114808944,-2.4087828580025814
Heritage Site 626,Australia,Natural,1990,8617.275958838383,No,Latin America and the Caribbean,89.25816760643423,142.39048816161403
Heritage Site 627,Japan,Cultural,2021,8696.662627881076,No,Arab States,38.91360412984585,-118.3934062919154
Heritage Site 628,Mexico,Cultural,2003,2116.4833923347614,No,Asia and the Pacific,10.675488693292522,25.464487746532427
Heritage Site 629,Mexico,Cultural,2013,5518.25548999366,No,Europe and North America,41.357584808605026,-116.46566920053542
Heritage Site 630,Australia,Cultural,1987,2607.572932367726,No,Africa,41.34960911040636,-68.6541375715775
Heritage Site 631,Japan,Natural,2009,725.8936625754798,No,Europe and North America,-50.622403488563904,160.75953676798582
Heritage Site 632,Japan,Cultural,2011,1157.8807879081648,No,Latin America and the Caribbean,58.36908816896761,62.94433146534999
Heritage Site 633,United Kingdom,Cultural,2012,4289.242904467158,No,Arab States,54.1968599509361,-107.5998198904611
Heritage Site 634,Greece,Cultural,2000,4458.992399081802,Yes,Arab States,56.50466970661208,-150.756442709481
Heritage Site 635,United Kingdom,Cultural,1993,4948.395641508763,No,Europe and North America,-21.408939698564737,58.77890345143831
Heritage Site 636,Japan,Cultural,1979,5290.608026629167,No,Latin America and the Caribbean,24.62128961968989,104.9845633229856
Heritage Site 637,France,Cultural,2002,3005.805349453627,No,Europe and North America,-73.56669140647357,-69.04316138284412
Heritage Site 638,Mexico,Cultural,2014,2300.0736860337797,No,Africa,13.61122730179406,-110.62659761586531
Heritage Site 639,India,Cultural,2015,8019.509718389783,Yes,Arab States,6.652381157616276,-40.68983989524094
Heritage Site 640,Italy,Cultural,2008,7539.69479445166,No,Africa,10.945661665156706,-119.26886701750101
Heritage Site 641,Canada,Cultural,2007,5593.203052096439,No,Europe and North America,-48.16827979308325,-23.97201708239868
Heritage Site 642,Italy,Cultural,1991,8139.472542827312,No,Latin America and the Caribbean,55.900614574536576,-46.257165612778266
Heritage Site 643,Australia,Cultural,2015,1504.5237717643479,No,Africa,-20.02672810423141,175.2965897429965
Heritage Site 644,Japan,Cultural,2019,2273.0041743966613,No,Latin America and the Caribbean,-74.69599155578815,-35.037777896206535
Heritage Site 645,Canada,Natural,1988,3715.9525532530947,No,Latin America and the Caribbean,82.00647065411312,-96.25554431641271
Heritage Site 646,Greece,Cultural,2012,1770.2834072295182,Yes,Arab States,-21.525954113081696,-54.40137790205688
Heritage Site 647,Australia,Natural,1999,,No,Asia and the Pacific,74.71693965166725,105.08748048359286
Heritage Site 648,China,Cultural,2010,1930.7392879936147,No,Asia and the Pacific,-11.018671991402925,-162.24022017345567
Heritage Site 649,Egypt,Cultural,2002,5365.978058379905,No,Europe and North America,35.98982317655981,90.03110491551206
Heritage Site 650,India,Natural,2004,6726.648803826116,No,Europe and North America,60.151500772146676,38.735433952962836
Heritage Site 651,Australia,Cultural,1989,8787.366660118509,No,Europe and North America,-15.243653925573412,-48.33960785367921
Heritage Site 652,South Africa,Cultural,2007,1952.7043430397082,No,Africa,-87.27858813579506,-171.4208038628764
Heritage Site 653,United Kingdom,Cultural,1997,7748.855146847451,No,Latin America and the Caribbean,13.612650736074059,-81.34448812980106
Heritage Site 654,Spain,Cultural,2018,2281.5904679484966,Yes,Africa,-67.07370457059636,21.402910405854698
Heritage Site 655,India,Cultural,1987,2787.509382388803,No,Africa,32.68032024020104,175.14431015752803
Heritage Site 656,Australia,Natural,2018,8236.860237791738,No,Asia and the Pacific,77.11657663762932,-114.3236638805885
Heritage Site 657,Canada,Cultural,2014,8657.382975519145,No,Europe and North America,-53.00624657423578,72.99158194028158
Heritage Site 658,India,Natural,1992,6645.025053053267,No,Latin America and the Caribbean,77.64974761164348,137.61891796352575
Heritage Site 659,United Kingdom,Cultural,2023,1724.9936473911462,No,Europe and North America,-73.11909335201906,-53.57141760196568
Heritage Site 660,Spain,Natural,1989,6660.0604998654735,No,Europe and North America,-80.90294395116616,177.5347912917332
Heritage Site 661,Australia,Cultural,2016,9416.78023342031,No,Arab States,-64.7242731099973,-179.57913242393673
Heritage Site 662,Greece,Cultural,2016,5050.767646452797,No,Arab States,-86.53013737249523,30.2151796420668
Heritage Site 663,France,Cultural,2002,554.3100890507567,No,Africa,54.32206913875211,-23.8404199701954
Heritage Site 664,China,Cultural,1981,5156.683139079041,No,Asia and the Pacific,-19.305787316607677,-146.31328014588226
Heritage Site 665,United Kingdom,Cultural,2020,6549.779126398041,No,Latin America and the Caribbean,44.929791962676205,-56.9556003022405
Heritage Site 666,Greece,Cultural,2004,7458.064782310822,No,Arab States,-49.344972840380116,90.57028149116735
Heritage Site 667,Brazil,Natural,1983,7127.278909146031,No,Europe and North America,68.30942148627821,177.25420234279125
Heritage Site 668,India,Cultural,2009,8059.813305025805,No,Europe and North America,9.566668069043232,2.9520340115396095
Heritage Site 669,Egypt,Cultural,2015,510.9308102066866,No,Asia and the Pacific,-63.73803034446588,39.36414811589
Heritage Site 670,China,Cultural,1982,1529.376094905514,No,Arab States,23.77549722759747,-158.52887450793975
Heritage Site 671,India,Cultural,2007,4082.4731590420997,No,Asia and the Pacific,-88.72829441587415,93.06459155815406
Heritage Site 672,United Kingdom,Cultural,1978,5505.732349765742,Yes,Latin America and the Caribbean,-45.0909944785273,-40.93022815677756
Heritage Site 673,Italy,Cultural,2011,3319.8909404971487,No,Africa,17.866620686464003,96.89694231583707
Heritage Site 674,Mexico,Mixed,2009,9345.281644460516,No,Asia and the Pacific,57.12722106609641,-99.39678984643946
Heritage Site 675,Brazil,Cultural,2002,115.96203855412968,No,Europe and North America,-87.81852792617919,63.38655911647723
Heritage Site 676,Italy,Cultural,2009,3472.5996887390666,No,Asia and the Pacific,20.290910391391606,-63.518180898453636
Heritage Site 677,Japan,Cultural,1992,3820.3169408951844,No,Africa,-65.76457024545107,-83.92234063540504
Heritage Site 678,France,Cultural,1996,6803.773863657563,No,Arab States,-64.89251882527591,-67.35400749008899
Heritage Site 679,France,Cultural,1999,3226.3856611506867,No,Asia and the Pacific,20.390385399627817,134.69227655710046
Heritage Site 680,Brazil,Cultural,1980,5243.141887893861,Yes,Latin America and the Caribbean,-83.45126684202276,-117.8291425587943
Heritage Site 681,Germany,Cultural,1978,8703.550214822715,No,Latin America and the Caribbean,67.80252530940678,77.527894907021
Heritage Site 682,India,Cultural,1990,1293.5759364304338,No,Europe and North America,36.64872175931578,-81.62423119433636
Heritage Site 683,France,Cultural,1995,8935.275206038703,No,Latin America and the Caribbean,-27.323339154073324,-28.628432661049175
Heritage Site 684,Canada,Cultural,2020,9650.970289242652,No,Arab States,6.566207131911526,175.79892275476755
Heritage Site 685,Canada,Cultural,1983,8132.157992391138,No,Arab States,-60.617554341830214,-81.9685515807748
Heritage Site 686,Brazil,Cultural,2020,3613.9190100691994,No,Arab States,-83.17045519906922,1.3309983916228134
Heritage Site 687,Italy,Cultural,1984,2261.0121025431063,No,Africa,-15.166013111434907,139.6516196084749
Heritage Site 688,Japan,Natural,2022,2150.017946891529,No,Europe and North America,-57.19092864315903,4.15270055534549
Heritage Site 689,Spain,Cultural,2018,3506.024417938718,No,Asia and the Pacific,-59.1769517913955,22.36832198228825
Heritage Site 690,United Kingdom,Cultural,2018,1907.964730270413,Yes,Latin America and the Caribbean,-36.51295987327999,-44.11890087328604
Heritage Site 691,Egypt,Mixed,1986,863.6159039514562,No,Latin America and the Caribbean,-51.29025659049719,37.02609688185814
Heritage Site 692,France,Cultural,1999,5844.813852733753,No,Africa,-80.33262910639138,143.45097512771855
Heritage Site 693,Mexico,Cultural,1982,3895.3609744515766,No,Europe and North America,46.43858834486758,91.83717195385447
Heritage Site 694,Germany,Natural,1992,5451.17056622909,No,Europe and North America,-57.8343191552145,126.20195977623882
Heritage Site 695,France,Cultural,2007,8562.494478221368,No,Latin America and the Caribbean,24.4825186433621,112.23001700280969
Heritage Site 696,Spain,Cultural,2017,3109.835680210974,No,Asia and the Pacific,8.108928585865257,-105.76348216106547
Heritage Site 697,Spain,Cultural,2011,2617.330349520131,No,Latin America and the Caribbean,-64.19501740759365,-107.99415777468425
Heritage Site 698,China,Cultural,1997,7755.753534117415,No,Europe and North America,12.066087591319743,155.26332137765183
Heritage Site 699,Australia,Cultural,1990,550.9703803674132,No,Europe and North America,-2.2849500200753283,27.604466993084344
Heritage Site 700,Australia,Cultural,2007,4692.011321047547,No,Arab States,24.406478659075688,154.94329588751617
Heritage Site 701,Canada,Cultural,2002,6861.264547101898,No,Asia and the Pacific,21.558186824795982,8.575963396383202
Heritage Site 702,United Kingdom,Cultural,2008,6107.951743473434,No,Arab States,57.38984913449059,-65.15505289893801
Heritage Site 703,China,Cultural,1985,5479.745573374519,No,Arab States,88.90503484701571,32.41841899448977
Heritage Site 704,United Kingdom,Natural,1995,3486.53940562263,No,Africa,-5.419079398165067,-29.475103295063008
Heritage Site 705,Egypt,Mixed,1990,1443.619327085723,No,Africa,-35.572326585756244,176.58321400321597
Heritage Site 706,Brazil,Cultural,1993,5064.701844367395,No,Africa,19.985510008592712,-149.35983689223409
Heritage Site 707,Italy,Cultural,2021,3299.8224257235215,No,Europe and North America,-27.186262280597184,-65.35599141000955
Heritage Site 708,Italy,Cultural,2001,3900.978266158336,No,Africa,86.2871064832436,-97.56656895398936
Heritage Site 709,Greece,Cultural,2009,4437.081285803967,No,Latin America and the Caribbean,63.00254474696706,-145.94649460208257
Heritage Site 710,Greece,Cultural,1998,2950.691405601308,No,Latin America and the Caribbean,33.097873540694934,-77.85573039969039
Heritage Site 711,China,Natural,2000,8054.403215858645,No,Europe and North America,84.32686621059185,147.8391802351581
Heritage Site 712,Mexico,Cultural,2003,6965.945546433713,No,Latin America and the Caribbean,19.883623930881782,-24.35647399009423
Heritage Site 713,Italy,Cultural,2010,6926.470492944228,No,Europe and North America,29.25162574868051,9.174308885140533
Heritage Site 714,Greece,Natural,2004,1064.3336077880515,No,Africa,-45.19918914863973,-19.84314367901635
Heritage Site 715,Australia,Natural,1994,9759.889943788683,No,Africa,50.56118944194955,-61.31701064702416
Heritage Site 716,Japan,Cultural,2010,482.4825023398881,No,Europe and North America,67.01073591234817,-33.91593997888316
Heritage Site 717,France,Natural,1993,5577.832398631178,No,Europe and North America,15.582600325002574,-151.41656064136825
Heritage Site 718,Germany,Cultural,2018,5998.631838115231,No,Asia and the Pacific,-52.10888175393921,-12.753509047243142
Heritage Site 719,Mexico,Cultural,2023,9933.746630553514,No,Africa,39.92455624392787,76.00185406959667
Heritage Site 720,China,Cultural,1994,7928.42029132638,Yes,Europe and North America,86.9775617749107,-49.87808559119131
Heritage Site 721,China,Cultural,2008,4122.508880551737,No,Arab States,-43.70971126657521,175.58309276157956
Heritage Site 722,Brazil,Cultural,2006,5260.985507947477,No,Asia and the Pacific,-41.456459204127704,-107.46870439496745
Heritage Site 723,Brazil,Mixed,1996,9672.58242604818,No,Africa,-38.04956329302399,72.43629430446956
Heritage Site 724,China,Cultural,1994,7726.1688657363065,No,Asia and the Pacific,88.27060654152177,165.22636956983354
Heritage Site 725,France,Cultural,2011,7385.428243772134,No,Latin America and the Caribbean,-15.69042977711105,52.7898643977465
Heritage Site 726,Australia,Natural,2008,1573.835191120942,No,Africa,17.265659639524216,64.73427263672579
Heritage Site 727,United Kingdom,Cultural,2007,5758.435165278762,No,Latin America and the Caribbean,79.98684269271351,88.36682819510219
Heritage Site 728,Australia,Cultural,1992,6532.654515800943,No,Africa,3.561441113899292,161.43107510656722
Heritage Site 729,South Africa,Natural,1987,297.7254400066807,No,Europe and North America,81.12409289460254,-168.79031251736842
Heritage Site 730,Canada,Cultural,2019,8453.621970472012,No,Asia and the Pacific,21.846586439116138,-69.1401547007536
Heritage Site 731,United Kingdom,Cultural,2014,2613.324329066774,No,Asia and the Pacific,89.17233347669818,-153.09965677584333
Heritage Site 732,Japan,Mixed,2016,1454.5245286159773,No,Africa,22.676785882296073,43.504963964134106
Heritage Site 733,Greece,Natural,2011,4661.070180896969,No,Latin America and the Caribbean,35.52314735316247,-82.84151675917107
Heritage Site 734,Germany,Cultural,2000,5260.996565808784,No,Arab States,-9.60170352605968,-120.68468446321428
Heritage Site 735,Mexico,Cultural,2011,6819.726533046543,No,Europe and North America,6.869875147262277,109.5304303239779
Heritage Site 736,Canada,Cultural,1994,5267.250400039799,No,Africa,13.034109020558432,-141.02800653836394
Heritage Site 737,Australia,Cultural,1986,7278.991794952442,No,Europe and North America,0.5665003019787207,107.0478544386529
Heritage Site 738,India,Cultural,1989,2745.021673389666,No,Latin America and the Caribbean,-67.38792642434584,-38.087234804266984
Heritage Site 739,Japan,Natural,2018,501.81628347462805,No,Africa,37.8703752320732,53.51465751224001
Heritage Site 740,Brazil,Cultural,2010,973.1045657732533,No,Arab States,-39.423673256992174,176.32668219282596
Heritage Site 741,Greece,Cultural,2014,,No,Asia and the Pacific,46.416686106447514,135.2098424839004
Heritage Site 742,Brazil,Cultural,2008,2466.8286793448037,No,Europe and North America,20.48684177191663,-100.83079988659028
Heritage Site 743,India,Mixed,2016,152.88633549349524,No,Europe and North America,-87.70120059451372,-177.19940184369233
Heritage Site 744,Italy,Cultural,2023,1409.8644532211479,No,Arab States,-62.29806878223191,-94.54059671782468
Heritage Site 745,Greece,Cultural,1991,2235.3752249924164,No,Arab States,72.22882663235475,-56.92787388310836
Heritage Site 746,South Africa,Cultural,2010,4408.733410724371,No,Latin America and the Caribbean,30.186537636975046,-49.532958220252624
Heritage Site 747,Mexico,Cultural,1978,8949.5764144231,No,Asia and the Pacific,-13.743637260446661,145.6560709354801
Heritage Site 748,France,Cultural,1994,9471.71440756954,No,Africa,-10.534085317627813,2.050800375064057
